Gene,"Maximum likelihood (kon, koff, ksyn)","Burst frequency from Profile Likelihood (estimate, and lower and upper confidence interval)","Burst size from Profile Likelihood (point estimate, and lower and upper confidence interval)",Mean expression
Abhd16a,[  0.37655799 255.33302485 294.56869974],[0.37655799 0.17046449 0.56569829],[1.15366471 0.7313999  1.85032482],0.43
Abhd4,[0.70036717 1.52591374 4.25871597],[0.70036717 0.2629439  1.50448858],[2.79092838        nan        nan],1.34
Abhd5,[ 0.18535922 20.16616471 30.74998298],[0.00926796        nan        nan],[3.9950559       nan       nan],0.28
Abhd6,[0.14072721 0.59120875 4.16978751],[0.14072721 0.07244494 0.23305859],[ 7.05298681  3.82275789 15.10267297],0.8
Abhd8,[0.06622636 1.50875236 6.4968957 ],[0.06622636 0.03376029 0.12785621],[4.30613788 1.92362028 9.35461549],0.27
Abi1,[ 1.18270525  7.05370654 19.03171018],[1.18270525 0.80587707 1.77887481],[2.69811483 1.55302086 4.85964916],2.73
Abi3,[ 0.12679047 22.41567813 49.22818331],[0.13312999 0.0822997  0.20152532],[2.19614963 1.26994111 3.9535945 ],0.28
Abl2,[ 0.43301978  1.9984849  11.55108252],[0.43301978 0.32273776 0.59035432],[5.77991983 3.73731585 8.59976597],2.06
Ablim1,[ 0.30065098  4.07293694 18.90262976],[0.30065098 0.22014809 0.42035401],[4.64103178 3.09496759 7.02106252],1.3
Abr,[0.1266394  0.09366447 4.10264497],[0.00633197        nan        nan],[43.80150914         nan         nan],2.36
Abtb2,[0.03039163 0.43897545 5.10425383],[0.03039163 0.0109518  0.05782227],[11.62765201  5.50479143 33.96458057],0.33
Acaa1a,[1.04852577 7.0706595  9.31301902],[1.04852577 0.59737542 1.81835881],[1.31713584 0.67959933 3.01836861],1.2
Acaa2,[  0.894119   236.33562825 353.38914036],[0.894119   0.66059695 1.20457018],[1.49528509 1.0667876  2.07050526],1.33
Acad11,[0.17367097 1.5112995  6.10713978],[0.17367097 0.10579846 0.2802097 ],[4.04098577 2.20864751 7.30428219],0.63
Acad8,[2.43148134e-01 9.68554006e+01 2.74818173e+02],[0.25530554 0.18318295 0.36375551],[2.58204019 1.71343454 4.07007465],0.69
Acad9,[0.21604776 0.13280333 2.43074515],[5.55111512e-17            nan            nan],[18.30334559         nan         nan],1.51
Acadm,[ 1.26005784 34.18331952 62.55500583],[1.32306073 1.02942953 1.67957324],[1.77508669 1.33492189 2.50154299],2.22
Acads,[ 1.65974397  6.40820865 15.9961115 ],[1.65974397 1.08675786 2.68886996],[2.49619081 1.25741496 4.94024134],3.29
Acadsb,[0.36413919 0.70442429 2.48422234],[0.01820696        nan        nan],[3.5265995       nan       nan],0.85
Acap1,[ 0.16768994 28.11265923 35.72381643],[0.16768994 0.09805609 0.30772569],[1.27073772 0.64400803 2.48369772],0.21
Acap2,[0.07101677 1.10669039 8.17350815],[0.07101677 0.04202709 0.1189187 ],[ 7.38554182  3.87606371 13.83931793],0.49
Acat1,[0.0793924  0.14691825 2.26797252],[0.00396962        nan        nan],[15.43696971         nan         nan],0.8
Acbd3,[0.08197038 0.19705733 5.01758532],[0.08197038 0.03344518 0.14932808],[25.46256587 12.63988739 68.00849426],1.47
Acbd6,[  0.88200766  49.65444688 134.42975609],[0.88200766 0.6281572  1.13791975],[2.70730548 2.05286467 3.58412409],2.35
Accs,[0.0988737  1.69641191 4.70540215],[0.0988737  0.0367486  0.20107439],[2.77373798 1.21218851 8.19186931],0.26
Acd,[0.06723775 0.07121123 2.41307416],[1.38777878e-17            nan            nan],[33.88614399         nan         nan],1.17
Acer3,[0.12916128 2.64366636 6.446194  ],[0.12916128 0.05451109 0.24108818],[2.43835383 1.18950277 6.44968966],0.3
Acin1,[  2.36251201  46.13523203 211.64529699],[2.48063761 1.84419326 2.94354084],[4.44987332 3.47400845 5.55051873],10.31
Acly,[0.76548762 0.63697425 6.77198555],[0.76548762 0.44600871 1.3068647 ],[10.63149026  4.51472463 24.27422513],3.7
Aco2,[  1.61373843 132.09944621 214.7366575 ],[1.61373843 1.26284615 2.11847625],[1.62556819 1.23179714 2.1274195 ],2.59
Acot1,[4.04374827e-02 1.29281288e+01 5.27901063e+01],[1.38777878e-17            nan            nan],[ 4.08335244  1.87406724 10.78674735],0.16
Acot13,[0.11527731 0.13324584 3.95509204],[0.11527731 0.03780327 0.21341944],[ 29.68266884  14.27108655 102.10683895],1.83
Acot7,[0.67074621 2.49603139 5.74933228],[0.67074621 0.37167641 1.22949852],[2.30338941 0.98311503 5.30530122],1.22
Acot8,[0.5068815  3.02053655 8.59340401],[0.5068815  0.33040371 0.80606271],[2.84499256 1.55521295 5.09250902],1.23
Acot9,[  2.382564   122.65260534 174.16768029],[2.382564   1.47776101 3.18451004],[1.420008   1.04107631 1.8573665 ],3.32
Acp1,[ 0.07831955 12.14945148 20.12990705],[0.00391598        nan        nan],[6.57772337        nan        nan],0.13
Acp2,[0.00228437 0.00822481 1.00384642],[0.00034266        nan        nan],[279.49684832   3.48584411 391.36305231],0.22
Acp6,[ 1.21633867 11.58957746 34.26696026],[1.15552174 0.84247956 1.675152  ],[3.13410718 1.9465882  5.21810137],3.25
Acpp,[ 0.03576773 13.74600101 32.32365104],[0.00178839        nan        nan],[2.42203973 0.94793496 7.13026384],0.08
Acsbg1,[ 0.05973203 15.77800019 16.83647562],[2.08166817e-17            nan            nan],[4.23632953        nan        nan],0.06
Acsf2,[  0.5066866  249.80683968 258.55616661],[0.55735526 0.35212125 0.86284295],[0.94187218 0.58539439 1.4918647 ],0.52
Acsf3,[0.12410002 1.45585754 5.37447452],[0.12410002 0.07043038 0.21851377],[3.69162118 1.85821759 7.11895836],0.42
Acsl1,[0.17955697 0.91346364 2.76771408],[0.00897785        nan        nan],[3.0299116       nan       nan],0.45
Acsl3,[ 1.24812352 58.52229934 72.36614858],[1.24812352 0.75135119 1.76423793],[1.23655682 0.84418828 1.71419816],1.51
Acsl5,[0.27774949 1.17086721 2.97480514],[0.01388747        nan        nan],[10.08652078         nan         nan],0.57
Acsl6,[ 0.47738755 60.21266413 60.57858209],[0.50125693 0.31432846 0.74443653],[1.00607709 0.62373778 1.62156975],0.48
Acss1,[0.23656031 1.11498058 4.22935149],[0.23656031 0.12413492 0.40954301],[3.79320642 1.87404222 8.26166432],0.74
Acss2,[2.84235104e-02 5.94307017e+00 3.21460533e+01],[3.46944695e-18            nan            nan],[21.47372119         nan         nan],0.15
Actl6a,[ 1.3901349   1.79723537 17.31257996],[1.3901349  1.04038248 1.8965628 ],[ 9.63289519  5.86300942 15.03388734],7.55
Actn1,[ 2.01719736  6.30569377 28.38874568],[2.01719736 1.45870285 3.00973182],[4.50208125 2.32949177 7.56496985],6.88
Actn2,[ 0.02852823 16.53967838 18.42760228],[1.38777878e-17            nan            nan],[1.14756949        nan        nan],0.03
Actn3,[ 0.03905182  5.37752592 10.34674557],[0.03905182 0.00755755 0.0962645 ],[1.92407173        nan        nan],0.07
Actn4,[  2.51896581 204.45225078 680.87080527],[2.51896581 2.08645384 3.05933306],[3.33021917 2.7110101  4.10668484],8.29
Actr10,[0.17277415 0.24251617 6.60141585],[0.17277415 0.11679869 0.2446423 ],[27.22051866 17.68977945 43.63055824],2.75
Actr1b,[0.60119034 1.30261923 4.44309062],[0.60119034 0.32872289 1.07728604],[3.4108898  1.44794471 7.93168845],1.4
Actr2,[  4.24089499 322.5097495  342.98857724],[4.24089499 3.23233433 5.75283956],[1.06349832 0.78174507 1.41058515],4.45
Actr3,[ 1.90661992 61.43593223 78.72291975],[1.90661992 1.14515784 2.64043514],[1.28138236 0.8944619  1.71784923],2.37
Actr6,[ 0.46680813  9.68533212 39.04923942],[0.49014854 0.39108563 0.63078265],[3.78988398 2.89519764 5.07533199],1.8
Acvr1,[ 0.04956875  9.04049131 31.55646563],[0.04956875 0.02735782 0.08889504],[3.49056976 1.65984614 8.23039059],0.17
Acvr2b,[0.1589616  0.59543506 2.72123073],[0.00794808        nan        nan],[7.1751439       nan       nan],0.57
Acyp1,[0.18686139 0.34629589 3.98125538],[0.18686139 0.10206504 0.29752164],[11.49668666  6.47146333 23.53171301],1.4
Acyp2,[0.08691625 2.07728115 8.07477606],[0.08691625 0.04859558 0.15778353],[3.88718497 1.91642434 7.71014319],0.32
Adal,[ 0.35533971 76.48182674 80.24942033],[0.37310669 0.22031326 0.55555783],[1.08073913 0.64795392 1.79097982],0.37
Adam19,[ 0.95999911 23.4092022  37.21282358],[0.95999911 0.59966825 1.37750651],[1.58966646 1.04808429 3.17734141],1.47
Adam1a,[ 0.02878476 16.17022564 18.05901458],[0.00143924        nan        nan],[4.43372217        nan        nan],0.03
Adam23,[ 0.23995385 17.17841115 31.81446089],[0.23995385 0.13381152 0.36851199],[1.85200253 1.16111063 2.99781336],0.44
Adam9,[0.46559442 3.15757286 5.01599827],[0.46559442 0.18589735 0.89995443],[1.58856137 0.70868091 5.22034643],0.64
Adamtsl5,[8.23839175e-03 5.19642676e+00 6.46482619e+01],[0.00041192        nan        nan],[12.81413418         nan         nan],0.1
Adap1,[ 0.28724054  4.93251097 15.96172423],[0.28724054 0.19404269 0.42386038],[3.23602407 2.01310718 5.35793116],0.88
Adar,[0.34444793 1.30681919 4.0311289 ],[0.15500157 0.04903779 0.29837759],[8.0818814       nan       nan],0.84
Adat1,[ 0.39793236 57.43454433 80.71920555],[0.41782898 0.27581399 0.60270468],[1.40541213 0.89092782 2.18711181],0.56
Adat2,[ 0.56758744  2.98279503 19.5976742 ],[0.56758744 0.43409682 0.74269402],[6.57023832 4.49718856 9.57068953],3.13
Adck1,[0.19011579 4.53021219 8.36877354],[0.19011579 0.08307715 0.33483654],[1.84732485 0.95117722 4.84873905],0.34
Adcy4,[1.31523268e-02 1.02086410e+01 4.06804324e+01],[3.46944695e-18            nan            nan],[4.1044489       nan       nan],0.05
Adcy7,[ 0.02851495 16.40822101 18.29355464],[0.00142575        nan        nan],[1.14834882        nan        nan],0.03
Add1,[  1.08561271 419.85681205 472.25849739],[1.03133208 0.8047733  1.42206128],[1.19229698 0.84608878 1.63960482],1.22
Adh1,[ 0.09220344 23.74235969 24.71718602],[0.00461017        nan        nan],[1.04105853 0.40829244 2.68351434],0.1
Adh5,[  5.59411826 465.63368741 777.84670518],[5.59411826 4.4585439  7.11401158],[1.67051209 1.30976107 2.112622  ],9.23
Adh7,[1.11172544e-02 7.80613939e+00 4.38610750e+01],[3.46944695e-18            nan            nan],[5.78735596        nan        nan],0.06
Adhfe1,[ 0.09394618  6.0403903  11.24526633],[0.09394618 0.03737997 0.18239466],[1.86167876 0.87729159 5.18737605],0.17
Adipor1,[ 1.540298    5.5369359  11.89558719],[1.540298   0.92549324 2.66583323],[2.14840616 0.97287201 4.88847713],2.59
Adipor2,[  2.09775989  40.7652628  141.16364798],[2.09775989 1.50057268 2.6616249 ],[3.4628416  2.68585324 5.97875758],6.91
Adk,[0.38442182 0.61615685 6.80805213],[0.38442182 0.25162452 0.55165691],[11.0492192   6.76791404 19.5745329 ],2.62
Adnp,[0.08566305 0.15631005 7.01391393],[0.08566305 0.03719974 0.16490444],[ 44.87180319  20.69443022 113.35967095],2.48
Adnp2,[1.11768726 1.10494363 1.42050139],[0.05588436        nan        nan],[0.12855872        nan        nan],0.71
Adpgk,[0.83032977 2.21653923 5.40794246],[0.83032977 0.46317279 1.58514972],[2.43981356 0.93618937 5.74704873],1.47
Adprhl2,[0.42232858 0.53853196 3.23547969],[0.42232858 0.17976953 0.78287261],[ 6.00796224  2.56155751 18.34234223],1.42
Adra2a,[ 0.03434947 15.68803939 24.24167445],[0.00171747        nan        nan],[1.54523289 0.48246484 5.73978742],0.05
Adrb3,[0.00304306 0.00407567 1.99831452],[0.00076076        nan        nan],[1490.52079505   13.78081976 1925.94322533],0.85
Adrbk1,[0.25672429 2.0594059  4.52061851],[0.25672429 0.11976926 0.50493921],[2.19510807 0.94410843 5.48260899],0.5
Adsl,[0.61826694 0.85270978 8.07873967],[0.61826694 0.45763255 0.83999858],[ 9.47419611  6.11841814 14.44741694],3.4
Adss,[1.9403992  2.47811038 8.23450746],[1.9403992  1.01800581 4.36516202],[ 3.32289776  0.84796785 10.08755473],3.62
Aebp1,[6.31008595e-02 2.21050210e+01 7.17871892e+01],[2.77555756e-17            nan            nan],[3.34497782 1.72585631 6.97861011],0.2
Aebp2,[0.35016602 0.53212917 4.49090622],[0.35016602 0.19988609 0.5653017 ],[ 8.43950392  4.40399706 17.50545624],1.78
Aen,[ 0.65862945 10.18144934 52.8884402 ],[0.62569798 0.4855686  0.87072992],[5.66210153 3.62759873 8.04419495],3.21
Aes,[  1.58528572 209.94319424 282.62044731],[1.58528572 1.22447115 2.11985199],[1.3461758  1.00112189 1.78468034],2.12
Afap1l1,[0.11925296 3.35934699 5.02421841],[0.00596265        nan        nan],[1.49559376        nan        nan],0.17
Afap1l2,[0.04496644 2.16399072 3.1405715 ],[0.00224832        nan        nan],[1.45128695        nan        nan],0.06
Aff1,[ 0.34462354  0.57439133 15.30331393],[0.34462354 0.26792714 0.4386306 ],[26.64266166 19.38647823 36.99738782],5.74
Aff4,[0.33187312 1.11956241 9.039651  ],[0.33187312 0.22183504 0.48695102],[ 8.0742716   4.7958214  13.73680501],2.07
Afg3l2,[0.98710467 1.3373167  5.5396612 ],[0.98710467 0.58943753 1.7096091 ],[4.14237047 1.74739099 9.15226003],2.35
Aftph,[0.60216398 2.36167127 2.74249632],[0.0301082       nan       nan],[1.16125236        nan        nan],0.56
Aga,[ 0.19042534 23.62459008 27.89294155],[0.00952127        nan        nan],[2.10159989        nan        nan],0.22
Agap3,[ 0.16235664 16.781065   35.87649508],[0.17047447 0.09416593 0.28915301],[2.13791527 1.11726924 4.4250495 ],0.34
Agbl5,[ 0.17948881 60.35477434 99.67175104],[0.18846325 0.12260221 0.29880309],[1.60188816 0.92168781 2.87250154],0.3
Agfg1,[0.60400921 1.03344534 5.96083381],[0.60400921 0.37710961 0.95861112],[ 5.76792366  2.91501441 11.3026777 ],2.2
Aggf1,[ 1.1411396   4.01247346 12.61838398],[1.1411396  0.69549931 1.81199352],[3.1447894  1.60797241 6.96735959],2.79
Agpat2,[ 1.32968739 62.45178776 93.77905241],[1.32968739 0.83320517 1.8169662 ],[1.50162318 1.05832456 2.03446599],1.96
Agpat4,[0.30739807 1.57479125 4.67670218],[0.30739807 0.17898505 0.53267796],[2.96972832 1.43131843 5.82382469],0.76
Agpat5,[0.20073881 0.23301909 3.94490696],[0.20073881 0.09274072 0.34137743],[16.92954391  8.67343464 42.47348533],1.83
Agpat6,[ 1.29010095 30.04090589 45.91564323],[0.96757571 0.52972357 1.71278958],[2.44549979        nan        nan],1.89
Agps,[0.87186605 1.10993734 3.17858615],[0.87186605 0.30870271 2.20832002],[2.86375279        nan        nan],1.4
Agrn,[0.65451111 1.09090276 4.11702675],[0.65451111 0.32723457 1.26004026],[ 3.77396308  1.40652401 10.10568081],1.54
Agtrap,[ 1.12287066  2.78934444 16.85424344],[1.12287066 0.84621884 1.53427248],[6.04236723 3.69087882 9.24037777],4.84
Ahctf1,[ 0.72018301  2.47341721 11.04041789],[0.72018301 0.48926816 1.05807982],[4.46362945 2.49437495 7.90047066],2.49
Ahcyl1,[ 0.095313    2.173933   11.11118045],[0.095313   0.0477123  0.18998857],[ 5.11109608  2.17648701 11.91077117],0.47
Ahcyl2,[0.43788166 2.6059855  3.35602067],[0.02189408        nan        nan],[1.28781249        nan        nan],0.48
Ahdc1,[0.25426652 1.37435591 3.58531955],[1.66533454e-16            nan            nan],[2.60872712        nan        nan],0.56
Ahi1,[ 0.25204677 21.01822966 23.55908463],[0.25204677 0.1535716  0.44238012],[1.12088815 0.59475472 3.22026139],0.28
Ahnak,[  1.84237379 250.1681723  494.84421246],[1.84237379 1.48447292 2.31353371],[1.97804624 1.55142047 2.50837527],3.62
Ahrr,[8.46608528e-03 1.10201322e+01 2.72312874e+01],[1.04083409e-17            nan            nan],[2.54518054        nan        nan],0.02
Ahsa2,[0.26717521 0.91960956 4.58834237],[0.26717521 0.1388123  0.45739215],[ 4.98944614  2.49328111 11.18273838],1.03
Aifm3,[0.05275946 0.81726236 4.86927582],[0.05275946 0.02298222 0.09922964],[ 5.95803264  2.80598062 14.62575583],0.3
Aig1,[0.17827958 0.70222701 2.90778248],[0.17827958 0.06692933 0.33488941],[ 4.14080125  1.9171792  12.63973863],0.59
Aim2,[0.08473912 0.11036977 6.17789793],[0.08473912 0.03255792 0.15646365],[ 55.97454676  27.35200328 160.76858683],2.68
Aimp1,[ 1.2451704   4.01926654 13.15190097],[1.2451704  0.8783398  1.93925337],[3.27221419 1.63882528 5.59577933],3.11
Aimp2,[0.6099012  0.61965809 7.98482342],[0.6099012  0.42280026 0.87131301],[12.88585363  7.63159158 21.86018471],3.96
Aip,[0.49506863 1.6764675  4.78110282],[0.49506863 0.12433306 0.98049297],[2.85189114        nan        nan],1.09
Ak2,[ 2.16757409  1.77434441 25.51920392],[2.16757409 1.61538192 2.96771418],[14.38232838  8.58843971 22.8109224 ],14.03
Ak4,[  0.6729173  176.52702623 484.80876773],[0.6729173  0.53480097 0.85099677],[2.74637135 2.09274337 3.61119001],1.84
Akap10,[  0.93301427 404.41960364 440.26589097],[0.93301427 0.70016831 1.33888343],[1.08863637 0.73754285 1.54221736],1.01
Akap12,[ 3.23426113  3.86508209 40.0390701 ],[3.23426113 2.42076942 4.57199947],[10.35917717  5.63518454 16.54895839],18.24
Akap17b,[0.23555596 1.10608159 6.10763443],[0.23555596 0.14985738 0.36581054],[5.52186609 3.12582908 9.65983997],1.07
Akap2,[ 0.74370537  7.62511035 31.77034596],[0.74370537 0.54868162 0.99447933],[4.416535   2.80264123 6.47515705],2.82
Akap8,[ 1.31176879  2.45528084 17.35082205],[1.31176879 0.97886524 1.81447213],[ 7.06673623  4.16499831 11.12176808],6.04
Akap9,[0.60284899 1.17406907 9.57668367],[0.60284899 0.4553848  0.81016786],[ 8.15683156  5.34074502 12.00795934],3.25
Akirin1,[0.24925521 0.95398384 8.82994462],[0.24925521 0.16882663 0.36528803],[ 9.25586389  5.60698405 15.1501409 ],1.83
Akr1b8,[ 0.37629702 21.90559722 24.68910196],[0.39511187 0.25061715 0.62993626],[0.99182001 0.6326475  2.18261931],0.42
Akr1e1,[0.29791259 4.73083242 7.1895973 ],[0.29791259 0.14691168 0.52509398],[1.51973197 0.79367788 3.60829875],0.43
Akr7a5,[ 0.61060584  7.04933812 15.1710091 ],[0.61060584 0.39771455 0.91568942],[2.15211823 1.28704112 3.89077561],1.21
Akt1,[0.17454851 1.25335247 3.74083463],[0.17454851 0.05491604 0.35582841],[ 2.98466291  1.25296765 11.03549087],0.46
Akt3,[ 0.03750504 13.84563379 21.42728209],[0.00187525        nan        nan],[1.54758406 0.48043257 5.72322853],0.06
Alas1,[ 0.66479271  5.20979078 13.96779028],[0.66479271 0.4531891  1.00479632],[2.68106549 1.53041045 4.58221499],1.58
Aldh16a1,[0.42308472 2.51062615 8.59494083],[0.42308472 0.28787869 0.66096012],[3.4234252  1.82972214 5.68854992],1.24
Aldh18a1,[ 0.39934309  0.9541377  11.55950965],[0.39934309 0.31000614 0.51389064],[12.11513779  8.61185576 16.94172308],3.41
Aldh1a3,[ 0.05278237  4.82375405 14.79835879],[0.05278237 0.02425925 0.1008726 ],[3.06780956 1.39431813 7.82397304],0.16
Aldh1b1,[0.5091958  5.59546272 7.26705841],[0.5091958  0.17044972 0.9168603 ],[1.29874128        nan        nan],0.61
Aldh2,[  2.28950578 307.02357067 479.85718658],[2.28950578 1.82541023 3.0407885 ],[1.51604475 1.16500704 1.98763633],3.55
Aldh3a1,[ 0.13586684 23.618689   26.28021538],[8.32667268e-17            nan            nan],[1.1126873 0.521917  2.3969816],0.15
Aldh3a2,[0.23381146 0.63433651 2.75634943],[0.23381146 0.05164057 0.47791502],[4.34524797        nan        nan],0.74
Aldh7a1,[ 1.52900696  3.88011933 17.37401907],[1.52900696 1.07298917 2.26425283],[4.47770225 2.34961092 7.99800571],4.91
Aldh9a1,[0.73047039 2.59890415 9.47114585],[0.73047039 0.51218367 1.09984916],[3.64428439 1.95841671 6.05722744],2.08
Aldoa,[ 2.37511973  3.26430101 91.97320148],[2.37511973 1.94606667 2.90619841],[28.17546577 20.6380431  37.78318175],38.74
Alg1,[0.49676961 1.82362702 2.36455643],[1.66533454e-16            nan            nan],[1.29662283        nan        nan],0.51
Alg13,[ 3.75314467  4.82493694 38.08843737],[3.75314467 2.67415054 5.78457017],[ 7.89407983  3.58101393 13.91195637],16.66
